epoch,accuracy,auc,learning_rate,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
31,0.7162725925445557,0.8485215902328491,4.999999873689376e-05,0.6077113747596741,0.4158730208873749,0.8675496578216553,0.4740259647369385,0.7774193286895752,0.9201897978782654,0.26605504751205444,0.9666666388511658
32,0.7148817777633667,0.8549750447273254,4.999999873689376e-05,0.5950171947479248,0.4150943458080292,0.8741722106933594,0.4935064911842346,0.7459677457809448,1.1506484746932983,0.27358490228652954,0.9666666388511658
33,0.7162725925445557,0.8555813431739807,2.499999936844688e-05,0.5959755182266235,0.415335476398468,0.860927164554596,0.48051947355270386,0.749462366104126,1.208650827407837,0.26851850748062134,0.9666666388511658
34,0.7037551999092102,0.845577597618103,2.499999936844688e-05,0.6107049584388733,0.4049079716205597,0.8741722106933594,0.44155845046043396,0.7627687454223633,1.2358587980270386,0.25438597798347473,0.9666666388511658
35,0.7065368294715881,0.8332945108413696,2.499999936844688e-05,0.6162779927253723,0.40506330132484436,0.8476821184158325,0.7272727489471436,0.8505376577377319,0.6273757219314575,0.4032258093357086,0.8333333134651184
36,0.7148817777633667,0.8471224308013916,2.499999936844688e-05,0.5980409979820251,0.41401273012161255,0.860927164554596,0.7207792401313782,0.8698924779891968,0.6386936902999878,0.4000000059604645,0.8666666746139526
37,0.7079277038574219,0.845770001411438,2.499999936844688e-05,0.6082624197006226,0.4080996811389923,0.8675496578216553,0.5584415793418884,0.7973118424415588,0.8661165237426758,0.29347825050354004,0.8999999761581421
38,0.7218359112739563,0.8449130058288574,1.249999968422344e-05,0.6045162677764893,0.42172524333000183,0.8741722106933594,0.5324675440788269,0.7635753154754639,1.2285305261611938,0.28999999165534973,0.9666666388511658
39,0.7148817777633667,0.8554880619049072,1.249999968422344e-05,0.594131588935852,0.41455695033073425,0.8675496578216553,0.5194805264472961,0.7743279337882996,1.1427216529846191,0.27551019191741943,0.8999999761581421
40,0.7134909629821777,0.8479911088943481,1.249999968422344e-05,0.6045187711715698,0.4137931168079376,0.8741722106933594,0.4935064911842346,0.7592741847038269,1.4558559656143188,0.27358490228652954,0.9666666388511658
41,0.7204450368881226,0.8488072156906128,1.249999968422344e-05,0.5982024073600769,0.42038217186927795,0.8741722106933594,0.5064935088157654,0.7596774101257324,1.4490870237350464,0.2788461446762085,0.9666666388511658
42,0.6995827555656433,0.8389608860015869,1.249999968422344e-05,0.6097347736358643,0.39938080310821533,0.8543046116828918,0.5129870176315308,0.760618269443512,1.3617398738861084,0.27272728085517883,0.8999999761581421
43,0.7093185186386108,0.8570038080215454,6.24999984211172e-06,0.5904564261436462,0.40993788838386536,0.8741722106933594,0.5454545617103577,0.7826612591743469,1.1117675304412842,0.28723403811454773,0.8999999761581421
44,0.6968011260032654,0.8442076444625854,6.24999984211172e-06,0.6012246608734131,0.39498433470726013,0.8344370722770691,0.5259740352630615,0.7811827659606934,1.1854884624481201,0.27835050225257874,0.8999999761581421
45,0.7051460146903992,0.8660106658935547,6.24999984211172e-06,0.585719108581543,0.40840840339660645,0.9006622433662415,0.5389610528945923,0.796505331993103,1.0844067335128784,0.28421053290367126,0.8999999761581421
46,0.7190542221069336,0.8540306687355042,6.24999984211172e-06,0.5957130789756775,0.41904762387275696,0.8741722106933594,0.5584415793418884,0.8220430016517639,0.9755406379699707,0.2978723347187042,0.9333333373069763
47,0.7009735703468323,0.8519960641860962,6.24999984211172e-06,0.600082516670227,0.40062111616134644,0.8543046116828918,0.5844155550003052,0.8674731254577637,0.8246729373931885,0.31111112236976624,0.9333333373069763
48,0.7148817777633667,0.8434497714042664,3.12499992105586e-06,0.6068463921546936,0.4150943458080292,0.8741722106933594,0.6038960814476013,0.8728494644165039,0.764785885810852,0.3218390941619873,0.9333333373069763
49,0.7162725925445557,0.8588342666625977,3.12499992105586e-06,0.5879420042037964,0.41846153140068054,0.9006622433662415,0.5844155550003052,0.8670699596405029,0.8298288583755493,0.31111112236976624,0.9333333373069763
50,0.7093185186386108,0.8508884906768799,3.12499992105586e-06,0.5963713526725769,0.40993788838386536,0.8741722106933594,0.6168830990791321,0.8762096762657166,0.7420368790626526,0.3294117748737335,0.9333333373069763
51,0.6940194964408875,0.8373169898986816,3.12499992105586e-06,0.6094534397125244,0.3918495178222656,0.8278145790100098,0.6753246784210205,0.8818548917770386,0.6810359954833984,0.3684210479259491,0.9333333373069763
52,0.6995827555656433,0.8526198863983154,3.12499992105586e-06,0.5987709164619446,0.4012157917022705,0.8741722106933594,0.7272727489471436,0.8807796239852905,0.6328604817390442,0.40909090638160706,0.8999999761581421
53,0.7065368294715881,0.8530745506286621,1.56249996052793e-06,0.59205162525177,0.4025973975658417,0.8211920261383057,0.701298713684082,0.8815860748291016,0.6473135948181152,0.3888888955116272,0.9333333373069763
54,0.7079277038574219,0.84883052110672,1.56249996052793e-06,0.5963383913040161,0.407523512840271,0.860927164554596,0.701298713684082,0.8811827898025513,0.6666727662086487,0.3888888955116272,0.9333333373069763
55,0.7009735703468323,0.8490521311759949,1.56249996052793e-06,0.6019320487976074,0.40123456716537476,0.860927164554596,0.6753246784210205,0.8823924660682678,0.684188723564148,0.3684210479259491,0.9333333373069763
56,0.6870653629302979,0.8423013091087341,1.56249996052793e-06,0.6047484874725342,0.38650307059288025,0.8344370722770691,0.6883116960525513,0.8811827898025513,0.6679670214653015,0.37837839126586914,0.9333333373069763
57,0.7134909629821777,0.8517570495605469,1.56249996052793e-06,0.6001207232475281,0.41691842675209045,0.9139072895050049,0.701298713684082,0.8809139728546143,0.6534419655799866,0.3888888955116272,0.9333333373069763
58,0.7148817777633667,0.8545553088188171,9.999999974752427e-07,0.5947107672691345,0.4134615361690521,0.8543046116828918,0.7077922224998474,0.8794354796409607,0.6368340253829956,0.3913043439388275,0.8999999761581421
59,0.7232267260551453,0.8522584438323975,9.999999974752427e-07,0.5922322869300842,0.425465852022171,0.9072847962379456,0.7142857313156128,0.8803763389587402,0.6330646872520447,0.3970588147640228,0.8999999761581421
60,0.7107093334197998,0.8647164702415466,9.999999974752427e-07,0.5848745703697205,0.4117647111415863,0.8807947039604187,0.7077922224998474,0.8811827898025513,0.6486396789550781,0.39436620473861694,0.9333333373069763
61,0.7162725925445557,0.8570504188537598,9.999999974752427e-07,0.5919752717018127,0.4147909879684448,0.8543046116828918,0.701298713684082,0.8809139728546143,0.6391302347183228,0.3857142925262451,0.8999999761581421
62,0.7121001482009888,0.851203203201294,9.999999974752427e-07,0.5969884991645813,0.4124999940395355,0.8741722106933594,0.7077922224998474,0.8815860748291016,0.6455640196800232,0.39436620473861694,0.9333333373069763
63,0.7079277038574219,0.8480843901634216,9.999999974752427e-07,0.5990254282951355,0.407523512840271,0.860927164554596,0.701298713684082,0.8799731135368347,0.6325468420982361,0.38235294818878174,0.8666666746139526
64,0.7134909629821777,0.851453959941864,9.999999974752427e-07,0.5929796099662781,0.4126984179019928,0.860927164554596,0.6948052048683167,0.8813172578811646,0.6380100250244141,0.37681159377098083,0.8666666746139526
65,0.7037551999092102,0.8471632599830627,9.999999974752427e-07,0.6009203195571899,0.4049079716205597,0.8741722106933594,0.7207792401313782,0.8798387050628662,0.6290321350097656,0.4000000059604645,0.8666666746139526
66,0.7162725925445557,0.8617083430290222,9.999999974752427e-07,0.5859455466270447,0.41744548082351685,0.887417197227478,0.7142857313156128,0.8807795643806458,0.6175243854522705,0.390625,0.8333333134651184
67,0.7134909629821777,0.8558611273765564,9.999999974752427e-07,0.5925452709197998,0.4137931168079376,0.8741722106933594,0.7467532753944397,0.8809139728546143,0.5982047915458679,0.4237288236618042,0.8333333134651184
68,0.7037551999092102,0.8556804060935974,9.999999974752427e-07,0.5922785997390747,0.4060606062412262,0.887417197227478,0.7337662577629089,0.8815860152244568,0.6053028702735901,0.4098360538482666,0.8333333134651184
69,0.7121001482009888,0.8520193696022034,9.999999974752427e-07,0.5973727703094482,0.41304346919059753,0.8807947039604187,0.7337662577629089,0.8818548917770386,0.6254022717475891,0.4153846204280853,0.8999999761581421
70,0.7134909629821777,0.8387510776519775,9.999999974752427e-07,0.6092231869697571,0.4126984179019928,0.860927164554596,0.7337662577629089,0.8821236491203308,0.6267130374908447,0.4153846204280853,0.8999999761581421
